Country,x1,x2,x3
MDA,0.8979042386949925,8.016382611261063,1.6284515613330093
GNQ,16.199968612492473,12.60994417514149,4.579799547632973
TMP,-6.9228558044083,-0.6271062784501086,-0.3310964749163026
TUN,33.02839065938264,4.061553499098796,14.46284911682435
YEM,50.18383127711925,-3.6136792495270007,8.169242269579348
BDI,76.95272745849766,33.957171299230644,-30.013152125058877
CUW,0.9109204312807211,-3.069060056767501,9.67471788977336
CRI,43.48257952511948,6.431543306569753,12.062359325451396
WSM,44.63353294787656,-4.6813887609600195,-9.054615239145189
NPL,61.089594020611784,7.735188721762678,13.028114802765256
EAP,-106.89073868277605,3.6443952291418062,-0.9539641446987469
ERI,-5.663508502583435,-1.3979572887803706,-0.19035866784004063
QAT,3.7554706803643367,-35.33169942058532,-16.65626357195461
LDC,7.83153812051139,4.815515792684795,-12.01379706178849
UZB,26.99878667368472,-0.1145427872552737,1.4181830147391097
CPV,6.439878165786571,0.7897613115458901,2.277410801531864
MEA,13.636546184416247,5.320755178374943,-21.512376286659766
GRC,-3.582133482832638,-11.835144910604445,39.1680184818783
BEL,12.389385203661078,-9.278246073959297,27.057038677510555
WBG,1.1137939028402852,-2.78970206568238,8.809842379641713
ECS,0.5551608294807675,-61.45504993190759,21.937803556620466
ARB,-2.5099805440628598,-1.993753942894148,-22.927145177895206
AGO,-7.532239960265207,1.5012198568114448,-4.541990302760582
OSS,15.028880963449101,-2.6768296432588103,-1.8319950611266542
SLB,-7.8915806693117165,4.198645080103151,-6.433266809350031
STP,-19.62242658397407,-17.5055915782318,-4.374040950233136
BTN,-6.747981877391064,17.346174821622352,-37.737379926453386
COM,66.73197095226978,10.55266311384064,-12.600602186454585
BEN,55.31054343609826,40.70519693319531,-29.519642472095644
PNG,22.759603244877763,10.590784104376775,-8.876946375516493
UGA,53.66826659063758,17.46273638227799,-8.114521219391937
LSO,48.17352550619795,-6.323384690913726,-13.427256003572799
MNG,14.791720368539798,-21.357501388323854,4.669927363413537
KSV,0.31881560401957754,9.835154070640638,5.768293656258813
COG,46.10159254724811,3.770936538470763,8.758713145347894
TGO,61.55999142371339,42.938768086503615,-11.420325081318325
CHE,0.6978541748360314,-3.8681509224151407,5.20114407844722
MNP,-7.54855170982885,-11.880755366984006,10.072643331267637
LBR,51.48317373448851,0.09907799378146949,-8.714199433306888
PHL,25.223855603352447,7.712306988083932,21.680255556162653
MNE,75.19443896111743,-5.440543252095134,5.248328399691781
KOR,-10.900934163454153,-9.10460810668955,9.012149081653737
PRI,-12.269804228259176,-3.0120630451374315,-13.400740359443438
FRO,6.298141570925985,-7.2129669112302865,-3.565383471420237
DZA,33.28218236511122,25.37997421748902,-10.7262531240021
SYR,46.38780430388583,13.908631188146742,-5.933030943952628
CUB,-0.7551899580769572,0.23209720034333509,11.4609483436057
MMR,59.251148728015025,11.891800488046798,4.1911113764626995
SVN,23.775319453951507,3.3139854894688887,-7.271865615180511
PRY,38.723118742398114,-7.639127727172782,-8.088114616398252
SDN,43.564105106584755,15.650612743869361,12.974929804275266
FRA,-6.012026118969366,-28.91377065395096,40.253313840522
BFA,70.57811128621597,47.273670015772346,-58.29440225997959
CMR,53.158381065374314,30.647313599120245,-19.018036917098318
GUM,8.981398820447167,9.255572963602301,3.783652789967472
TJK,22.003074588924125,-4.804175598643059,-13.476070820468196
ISR,14.822259956349537,1.1037559926284386,4.583804224188471
FIN,4.660277450622136,3.144736303387808,27.56525304582113
COL,-3.1221512933658517,6.71358232749229,18.665726200737023
MNA,-34.5530368869827,-2.4117461618360334,-26.39310841560753
SSA,-117.94444408085818,10.939245591549678,-23.59825629327103
